entry_no,posting_date,fiscal_year,document_type,document_no,line_no,customer_no,salesperson_code,item_no,item_description,item_category_code,location_code,quantity,unit_price,sales_amount,cost_amount,gross_profit,gross_profit_margin_pct
2316,2024-10-29,F 2025,Order,SO200054,10000,C0002,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,1,194512.47,194512.47,115050.83,79461.64,40.85
2317,2025-01-25,F 2025,Order,SO200055,10000,C0011,AO,1936-S,ACCRA Round Table,TABLE,,5,85976.99,429884.95,359443.0,70441.95,16.39
2318,2025-01-25,F 2025,Order,SO200055,20000,C0011,AO,1900-S,CAIRO Writing Desk,BENCH,,8,108059.5,864476.0,662886.24,201589.76,23.32
2319,2025-02-02,F 2025,Order,SO200056,10000,C0035,AO,1920-S,LUANDA Conference Table,TABLE,,3,234026.16,702078.48,528903.81,173174.67,24.67
2320,2025-02-02,F 2025,Order,SO200056,20000,C0035,AO,1936-S,ACCRA Round Table,TABLE,,5,112565.93,562829.65,315364.15,247465.5,43.97
2321,2025-01-12,F 2025,Order,SO200057,10000,C0008,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,MBA,5,26422.34,132111.7,86062.4,46049.3,34.86
2322,2025-01-12,F 2025,Order,SO200057,20000,C0008,AO,1976-S,LONDON Bookcase,MISC,MBA,10,42261.78,422617.8,362637.4,59980.4,14.19
2323,2025-01-12,F 2025,Order,SO200057,30000,C0008,AO,1920-S,LUANDA Conference Table,TABLE,,9,231364.31,2082278.79,1389689.82,692588.97,33.26
2324,2025-01-12,F 2025,Order,SO200057,40000,C0008,AO,1936-S,ACCRA Round Table,TABLE,,9,85495.42,769458.78,613321.74,156137.04,20.29
2325,2024-11-17,F 2025,Order,SO200058,10000,C0003,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,KSM,5,22304.16,111520.8,84048.4,27472.4,24.63
2326,2024-11-17,F 2025,Order,SO200058,20000,C0003,AO,1984-S,MADRID Monitor Stand,MISC,,10,11074.36,110743.6,73154.2,37589.4,33.94
2327,2024-11-17,F 2025,Order,SO200058,30000,C0003,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,4,27067.24,108268.96,65472.4,42796.56,39.53
2328,2025-04-13,F 2025,Order,SO200059,10000,C0003,AO,1984-S,MADRID Monitor Stand,MISC,MBA,1,11964.64,11964.64,8387.22,3577.42,29.9
2329,2024-11-29,F 2025,Order,SO200060,10000,C0001,AO,1908-S,DUBAI Corner Desk,BENCH,NAK,12,132152.89,1585834.68,991165.2,594669.48,37.5
2330,2024-11-29,F 2025,Order,SO200060,20000,C0001,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,3,176832.51,530497.53,374260.74,156236.79,29.45
2331,2024-10-10,F 2025,Order,SO200061,10000,C0030,AO,PART-1,Chair Replacement Wheel Set,PARTS,,11,759.58,8355.38,3464.23,4891.15,58.54
2332,2024-10-10,F 2025,Order,SO200061,20000,C0030,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,4,12982.19,51928.76,29252.16,22676.6,43.67
2333,2025-03-03,F 2025,Order,SO200062,10000,C0012,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,KSM,12,22089.0,265068.0,164236.44,100831.56,38.04
2334,2025-03-03,F 2025,Order,SO200062,20000,C0012,BM,1944-S,HARARE Folding Table,TABLE,,8,44178.67,353429.36,251509.44,101919.92,28.84
2335,2025-03-03,F 2025,Order,SO200062,30000,C0012,BM,2004-S,"LAGOS Executive Chair, grey",CHAIR,,2,31702.35,63404.7,43793.72,19610.98,30.93
2336,2024-10-01,F 2025,Order,SO200063,10000,C0003,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,NAK,12,193464.17,2321570.04,1531525.08,790044.96,34.03
2337,2024-10-01,F 2025,Order,SO200063,20000,C0003,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,11,168308.23,1851390.53,1111549.56,739840.97,39.96
2338,2025-04-07,F 2025,Order,SO200064,10000,C0002,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,5,26121.32,130606.6,88751.05,41855.55,32.05
2339,2025-04-07,F 2025,Order,SO200064,20000,C0002,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,2,25144.05,50288.1,33196.2,17091.9,33.99
2340,2025-04-07,F 2025,Order,SO200064,30000,C0002,AO,1952-S,"ABUJA Whiteboard, base",MISC,KSM,5,58635.74,293178.7,174765.45,118413.25,40.39
2341,2025-04-07,F 2025,Order,SO200064,40000,C0002,AO,1956-S,Conference Bundle 1-6,MISC,,3,406547.88,1219643.64,662604.51,557039.13,45.67
2342,2025-02-14,F 2025,Order,SO200065,10000,C0025,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,3,28935.27,86805.81,54481.56,32324.25,37.24
2343,2025-02-14,F 2025,Order,SO200065,20000,C0025,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,3,23930.55,71791.65,48231.66,23559.99,32.82
2344,2025-03-23,F 2025,Order,SO200066,10000,C0029,BM,1984-S,MADRID Monitor Stand,MISC,,10,12551.75,125517.5,72636.4,52881.1,42.13
2345,2025-03-23,F 2025,Order,SO200066,20000,C0029,BM,PART-2,Desk Leg Leveller Kit,PARTS,,9,646.4,5817.6,2814.93,3002.67,51.61
2346,2025-03-23,F 2025,Order,SO200066,30000,C0029,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,8,31073.91,248591.28,178822.08,69769.2,28.07
2347,2025-04-06,F 2025,Order,SO200067,10000,C0025,CM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,9,39339.21,354052.89,226461.6,127591.29,36.04
2348,2025-04-22,F 2025,Order,SO200068,10000,C0029,BM,1936-S,ACCRA Round Table,TABLE,KSM,2,85616.15,171232.3,145308.78,25923.52,15.14
2349,2025-04-01,F 2025,Order,SO200069,10000,C0002,BM,1908-S,DUBAI Corner Desk,BENCH,,4,119066.5,476266.0,343279.8,132986.2,27.92
2350,2025-04-01,F 2025,Order,SO200069,20000,C0002,BM,1964-S,Guest Section 1,MISC,,9,152907.25,1376165.25,927387.18,448778.07,32.61
2351,2024-12-26,F 2025,Order,SO200070,10000,C0001,BM,1908-S,DUBAI Corner Desk,BENCH,NBI,3,115320.75,345962.25,237115.17,108847.08,31.46
2352,2024-11-05,F 2025,Order,SO200071,10000,C0002,CM,1908-S,DUBAI Corner Desk,BENCH,,10,151209.57,1512095.7,975637.4,536458.3,35.48
2353,2024-11-05,F 2025,Order,SO200071,20000,C0002,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,ELD,6,30690.58,184143.48,119528.34,64615.14,35.09
2354,2024-11-05,F 2025,Order,SO200071,30000,C0002,CM,2004-S,"LAGOS Executive Chair, grey",CHAIR,KSM,1,30335.89,30335.89,25116.26,5219.63,17.21
2355,2025-03-26,F 2025,Order,SO200072,10000,C0023,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,,12,31478.62,377743.44,284548.2,93195.24,24.67
2356,2024-11-18,F 2025,Order,SO200073,10000,C0022,AO,1968-S,OSLO Filing Cabinet,MISC,KSM,11,30870.25,339572.75,250678.78,88893.97,26.18
2357,2024-11-18,F 2025,Order,SO200073,20000,C0022,AO,1920-S,LUANDA Conference Table,TABLE,,12,243527.41,2922328.92,1805805.6,1116523.32,38.21
2358,2024-10-30,F 2025,Order,SO200074,10000,C0008,CM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,3,40395.77,121187.31,77721.42,43465.89,35.87
2359,2025-02-25,F 2025,Order,SO200075,10000,C0003,BM,1952-S,"ABUJA Whiteboard, base",MISC,,3,53498.13,160494.39,115542.39,44952.0,28.01
2360,2025-02-25,F 2025,Order,SO200075,20000,C0003,BM,1952-S,"ABUJA Whiteboard, base",MISC,,6,47522.17,285133.02,229446.6,55686.42,19.53
2361,2024-10-07,F 2025,Order,SO200076,10000,C0001,AO,1964-S,Guest Section 1,MISC,,7,118993.48,832954.36,678247.57,154706.79,18.57
2362,2024-10-07,F 2025,Order,SO200076,20000,C0001,AO,1908-S,DUBAI Corner Desk,BENCH,,9,138965.37,1250688.33,709232.04,541456.29,43.29
2363,2024-10-07,F 2025,Order,SO200076,30000,C0001,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,5,169460.43,847302.15,606824.5,240477.65,28.38
2364,2024-10-13,F 2025,Order,SO200077,10000,C0023,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,1,207650.82,207650.82,131623.88,76026.94,36.61
2365,2024-10-13,F 2025,Order,SO200077,20000,C0023,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,4,162225.89,648903.56,531016.64,117886.92,18.17
2366,2024-10-13,F 2025,Order,SO200077,30000,C0023,AO,1920-S,LUANDA Conference Table,TABLE,MBA,1,202101.82,202101.82,157670.52,44431.3,21.98
2367,2024-10-13,F 2025,Order,SO200077,40000,C0023,AO,1964-S,Guest Section 1,MISC,,9,130595.01,1175355.09,927247.41,248107.68,21.11
2368,2024-10-13,F 2025,Order,SO200078,10000,C0027,CM,1908-S,DUBAI Corner Desk,BENCH,,9,138818.31,1249364.79,866136.24,383228.55,30.67
2369,2025-04-06,F 2025,Order,SO200079,10000,C0026,AO,1976-S,LONDON Bookcase,MISC,,8,42386.64,339093.12,295984.56,43108.56,12.71
2370,2025-04-02,F 2025,Order,SO200080,10000,C0008,CM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,3,42040.07,126120.21,77177.13,48943.08,38.81
2371,2025-03-23,F 2025,Order,SO200081,10000,C0002,AO,1928-S,DAKAR Meeting Table,TABLE,,12,139515.29,1674183.48,1297146.36,377037.12,22.52
2372,2025-03-23,F 2025,Order,SO200081,20000,C0002,AO,1964-S,Guest Section 1,MISC,NBI,12,122718.82,1472625.84,1089508.8,383117.04,26.02
2373,2025-01-19,F 2025,Order,SO200082,10000,C0003,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,NAK,1,30672.95,30672.95,18640.13,12032.82,39.23
2374,2025-01-19,F 2025,Order,SO200082,20000,C0003,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,6,170453.82,1022722.92,768119.94,254602.98,24.89
2375,2025-01-19,F 2025,Order,SO200082,30000,C0003,AO,1964-S,Guest Section 1,MISC,KSM,3,139157.83,417473.49,314162.34,103311.15,24.75
2376,2024-12-27,F 2025,Order,SO200083,10000,C0002,BM,1964-S,Guest Section 1,MISC,,12,119135.68,1429628.16,1070886.48,358741.68,25.09
2377,2025-01-14,F 2025,Order,SO200084,10000,C0027,CM,1984-S,MADRID Monitor Stand,MISC,KSM,9,12296.48,110668.32,70852.23,39816.09,35.98
2378,2025-01-14,F 2025,Order,SO200084,20000,C0027,CM,1944-S,HARARE Folding Table,TABLE,,6,42622.25,255733.5,162429.6,93303.9,36.48
2379,2025-05-01,F 2025,Order,SO200085,10000,C0004,CM,1900-S,CAIRO Writing Desk,BENCH,,12,108016.99,1296203.88,891160.2,405043.68,31.25
2380,2025-05-01,F 2025,Order,SO200085,20000,C0004,CM,1936-S,ACCRA Round Table,TABLE,,1,104576.3,104576.3,63226.52,41349.78,39.54
2381,2025-05-01,F 2025,Order,SO200085,30000,C0004,CM,1988-S,"KAMPALA Guest Chair, red",CHAIR,,6,29085.95,174515.7,100830.3,73685.4,42.22
2382,2025-05-01,F 2025,Order,SO200085,40000,C0004,CM,1964-S,Guest Section 1,MISC,,2,155391.53,310783.06,195736.14,115046.92,37.02
2383,2025-05-01,F 2025,Order,SO200085,50000,C0004,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,2,30779.01,61558.02,40466.78,21091.24,34.26
2384,2025-05-01,F 2025,Order,SO200085,60000,C0004,CM,1964-S,Guest Section 1,MISC,,2,155527.57,311055.14,168543.64,142511.5,45.82
2385,2025-03-01,F 2025,Order,SO200086,10000,C0014,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,MBA,11,27894.51,306839.61,192764.66,114074.95,37.18
2386,2025-03-01,F 2025,Order,SO200086,20000,C0014,AO,1964-S,Guest Section 1,MISC,KSM,12,125108.85,1501306.2,1248667.2,252639.0,16.83
2387,2025-04-13,F 2025,Order,SO200087,10000,C0019,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,KSM,8,199489.26,1595914.08,922696.48,673217.6,42.18
2388,2025-04-13,F 2025,Order,SO200087,20000,C0019,AO,1936-S,ACCRA Round Table,TABLE,,9,96636.71,869730.39,674656.29,195074.1,22.43
2389,2025-04-29,F 2025,Order,SO200088,10000,C0023,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,,7,37349.83,261448.81,173061.14,88387.67,33.81
2390,2025-04-29,F 2025,Order,SO200088,20000,C0023,AO,1976-S,LONDON Bookcase,MISC,,4,45790.04,183160.16,127525.36,55634.8,30.37
2391,2025-04-29,F 2025,Order,SO200088,30000,C0023,AO,1900-S,CAIRO Writing Desk,BENCH,,12,100845.61,1210147.32,1028346.36,181800.96,15.02
2392,2025-04-04,F 2025,Order,SO200089,10000,C0030,CM,1928-S,DAKAR Meeting Table,TABLE,,7,164480.41,1151362.87,651180.25,500182.62,43.44
2393,2025-04-04,F 2025,Order,SO200089,20000,C0030,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,NBI,5,23151.09,115755.45,70651.25,45104.2,38.97
2394,2025-04-04,F 2025,Order,SO200089,30000,C0030,CM,1920-S,LUANDA Conference Table,TABLE,,10,212288.07,2122880.7,1636078.4,486802.3,22.93
2395,2025-04-04,F 2025,Order,SO200089,40000,C0030,CM,1896-S,ADDIS ABABA Executive Desk,BENCH,,8,208324.48,1666595.84,1113109.52,553486.32,33.21
2396,2025-01-13,F 2025,Return Order,RO400035,10000,C0023,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,,-10,23608.84,-236088.4,-176271.1,-59817.3,25.34
2397,2024-12-25,F 2025,Return Order,RO400036,10000,C0001,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,-12,23014.26,-276171.12,-166432.8,-109738.32,39.74
2398,2025-01-13,F 2025,Return Order,RO400037,10000,C0001,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,-6,26517.97,-159107.82,-101613.78,-57494.04,36.14
2399,2025-01-13,F 2025,Return Order,RO400037,20000,C0001,CM,1984-S,MADRID Monitor Stand,MISC,,-12,10774.8,-129297.6,-108626.4,-20671.2,15.99
2400,2024-11-02,F 2025,Return Order,RO400038,10000,C0025,AO,1976-S,LONDON Bookcase,MISC,,-1,57056.03,-57056.03,-32510.77,-24545.26,43.02
2401,2024-11-02,F 2025,Return Order,RO400038,20000,C0025,AO,1964-S,Guest Section 1,MISC,,-2,143715.2,-287430.4,-210456.24,-76974.16,26.78
2402,2024-11-02,F 2025,Return Order,RO400038,30000,C0025,AO,1928-S,DAKAR Meeting Table,TABLE,,-2,127136.7,-254273.4,-185507.34,-68766.06,27.04
2403,2024-11-02,F 2025,Return Order,RO400038,40000,C0025,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,,-4,33638.28,-134553.12,-84359.92,-50193.2,37.3
2404,2024-11-02,F 2025,Return Order,RO400038,50000,C0025,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,-9,206184.99,-1855664.91,-1257098.85,-598566.06,32.26
2405,2025-05-05,F 2025,Return Order,RO400039,10000,C0020,AO,1980-S,"KISUMU Swivel Chair, red",CHAIR,,-4,29105.68,-116422.72,-78296.04,-38126.68,32.75
2406,2025-05-05,F 2025,Return Order,RO400039,20000,C0020,AO,1984-S,MADRID Monitor Stand,MISC,,-2,11954.3,-23908.6,-18107.32,-5801.28,24.26
2407,2025-05-05,F 2025,Return Order,RO400039,30000,C0020,AO,1908-S,DUBAI Corner Desk,BENCH,,-8,148858.18,-1190865.44,-781617.84,-409247.6,34.37
2408,2025-05-09,F 2025,Return Order,RO400040,10000,C0009,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,-1,27740.41,-27740.41,-21339.72,-6400.69,23.07
2409,2025-05-09,F 2025,Return Order,RO400040,20000,C0009,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,KSM,-2,23901.33,-47802.66,-34200.54,-13602.12,28.45
2410,2025-05-09,F 2025,Return Order,RO400040,30000,C0009,BM,1920-S,LUANDA Conference Table,TABLE,,-1,261081.02,-261081.02,-166353.84,-94727.18,36.28
2411,2025-05-09,F 2025,Return Order,RO400040,40000,C0009,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,-5,21106.45,-105532.25,-77222.85,-28309.4,26.83
2412,2025-01-24,F 2025,Return Order,RO400041,10000,C0010,JK,1952-S,"ABUJA Whiteboard, base",MISC,,-12,49088.64,-589063.68,-409847.04,-179216.64,30.42
2413,2025-03-09,F 2025,Return Order,RO400042,10000,C0004,BM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,KSM,-9,42534.97,-382814.73,-239140.08,-143674.65,37.53
2414,2025-03-09,F 2025,Return Order,RO400042,20000,C0004,BM,1928-S,DAKAR Meeting Table,TABLE,,-8,154023.39,-1232187.12,-771642.4,-460544.72,37.38
2415,2025-03-09,F 2025,Return Order,RO400042,30000,C0004,BM,1952-S,"ABUJA Whiteboard, base",MISC,,-10,53835.66,-538356.6,-374172.8,-164183.8,30.5
2416,2025-03-09,F 2025,Return Order,RO400042,40000,C0004,BM,2004-S,"LAGOS Executive Chair, grey",CHAIR,MBA,-2,38516.3,-77032.6,-46548.02,-30484.58,39.57
2417,2025-02-23,F 2025,Return Order,RO400043,10000,C0034,BM,1980-S,"KISUMU Swivel Chair, red",CHAIR,NBI,-4,33370.48,-133481.92,-79835.76,-53646.16,40.19
2418,2024-11-27,F 2025,Return Order,RO400044,10000,C0002,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,,-9,167435.91,-1506923.19,-1067192.46,-439730.73,29.18
2419,2024-11-27,F 2025,Return Order,RO400044,20000,C0002,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,-9,19364.3,-174278.7,-145485.36,-28793.34,16.52
2420,2024-11-27,F 2025,Return Order,RO400044,30000,C0002,AO,1952-S,"ABUJA Whiteboard, base",MISC,,-1,45312.6,-45312.6,-34483.96,-10828.64,23.9
2421,2024-11-27,F 2025,Return Order,RO400044,40000,C0002,AO,1916-S,JOHANNESBURG Sit-Stand Desk,BENCH,,-12,155836.12,-1870033.44,-1384083.72,-485949.72,25.99
2422,2024-11-27,F 2025,Return Order,RO400044,50000,C0002,AO,1928-S,DAKAR Meeting Table,TABLE,,-6,168185.21,-1009111.26,-618006.24,-391105.02,38.76
2423,2025-03-18,F 2025,Return Order,RO400045,10000,C0020,CM,EM-001,Executive Meeting Room Set,EM_COMMER,MBA,-1,649509.62,-649509.62,-562277.43,-87232.19,13.43
2424,2025-03-18,F 2025,Return Order,RO400045,20000,C0020,CM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,-3,31731.94,-95195.82,-60390.15,-34805.67,36.56
2425,2025-03-18,F 2025,Return Order,RO400045,30000,C0020,CM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,-3,22762.83,-68288.49,-43683.66,-24604.83,36.03
2426,2025-03-18,F 2025,Return Order,RO400045,40000,C0020,CM,1980-S,"KISUMU Swivel Chair, red",CHAIR,,-11,29529.2,-324821.2,-206630.16,-118191.04,36.39
2427,2025-01-05,F 2025,Return Order,RO400046,10000,C0011,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,KSM,-9,24393.43,-219540.87,-134573.76,-84967.11,38.7
2428,2025-01-05,F 2025,Return Order,RO400046,20000,C0011,AO,1936-S,ACCRA Round Table,TABLE,,-3,108173.29,-324519.87,-196686.18,-127833.69,39.39
2429,2025-01-05,F 2025,Return Order,RO400046,30000,C0011,AO,2004-S,"LAGOS Executive Chair, grey",CHAIR,,-2,33840.59,-67681.18,-49284.54,-18396.64,27.18
2430,2025-01-05,F 2025,Return Order,RO400046,40000,C0011,AO,1908-S,DUBAI Corner Desk,BENCH,NBI,-4,142351.87,-569407.48,-361969.76,-207437.72,36.43
2431,2025-01-05,F 2025,Return Order,RO400046,50000,C0011,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,-1,40421.38,-40421.38,-29980.17,-10441.21,25.83
2432,2025-04-11,F 2025,Return Order,RO400047,10000,C0001,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,ELD,-7,207510.82,-1452575.74,-900440.38,-552135.36,38.01
2433,2025-04-11,F 2025,Return Order,RO400047,20000,C0001,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,KSM,-7,26973.84,-188816.88,-139663.44,-49153.44,26.03
2434,2025-04-11,F 2025,Return Order,RO400047,30000,C0001,AO,1956-S,Conference Bundle 1-6,MISC,,-6,304127.03,-1824762.18,-1644931.08,-179831.1,9.86
2435,2025-04-11,F 2025,Return Order,RO400047,40000,C0001,AO,1976-S,LONDON Bookcase,MISC,,-7,50548.01,-353836.07,-232037.33,-121798.74,34.42
2436,2024-12-15,F 2025,Return Order,RO400048,10000,C0001,BM,1960-S,"NAIROBI Guest Chair, green",CHAIR,,-7,24583.64,-172085.48,-107873.43,-64212.05,37.31
2437,2024-12-15,F 2025,Return Order,RO400048,20000,C0001,BM,1964-S,Guest Section 1,MISC,,-8,141824.73,-1134597.84,-783830.32,-350767.52,30.92
2438,2024-12-15,F 2025,Return Order,RO400048,30000,C0001,BM,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,-11,10828.34,-119111.74,-85679.44,-33432.3,28.07
2439,2025-01-22,F 2025,Return Order,RO400049,10000,C0005,BM,1976-S,LONDON Bookcase,MISC,,-3,48576.98,-145730.94,-97215.48,-48515.46,33.29
2440,2024-11-03,F 2025,Return Order,RO400050,10000,C0004,BM,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,MBA,-8,30324.1,-242592.8,-146627.04,-95965.76,39.56
2441,2024-11-03,F 2025,Return Order,RO400050,20000,C0004,BM,1976-S,LONDON Bookcase,MISC,,-3,48975.92,-146927.76,-104769.54,-42158.22,28.69
2442,2025-04-18,F 2025,Return Order,RO400051,10000,C0004,AO,1908-S,DUBAI Corner Desk,BENCH,,-2,112840.05,-225680.1,-177720.88,-47959.22,21.25
2443,2025-04-18,F 2025,Return Order,RO400051,20000,C0004,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,KSM,-3,24217.36,-72652.08,-59894.19,-12757.89,17.56
2444,2024-11-13,F 2025,Return Order,RO400052,10000,C0030,AO,1900-S,CAIRO Writing Desk,BENCH,ELD,-2,111894.76,-223789.52,-162229.02,-61560.5,27.51
2445,2024-11-13,F 2025,Return Order,RO400052,20000,C0030,AO,1968-S,OSLO Filing Cabinet,MISC,,-11,31944.48,-351389.28,-287528.34,-63860.94,18.17
2446,2024-10-29,F 2025,Return Order,RO400053,10000,C0004,AO,EM-001,Executive Meeting Room Set,EM_COMMER,,-6,863818.57,-5182911.42,-3204026.22,-1978885.2,38.18
2447,2024-10-29,F 2025,Return Order,RO400053,20000,C0004,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,MBA,-2,11183.14,-22366.28,-16059.76,-6306.52,28.2
2448,2024-10-29,F 2025,Return Order,RO400053,30000,C0004,AO,1908-S,DUBAI Corner Desk,BENCH,NAK,-5,129843.0,-649215.0,-408396.9,-240818.1,37.09
2449,2024-10-29,F 2025,Return Order,RO400053,40000,C0004,AO,1964-S,Guest Section 1,MISC,,-6,145227.77,-871366.62,-599088.36,-272278.26,31.25
2450,2024-10-12,F 2025,Return Order,RO400054,10000,C0001,CM,PART-2,Desk Leg Leveller Kit,PARTS,NBI,-4,623.31,-2493.24,-1107.8,-1385.44,55.57
2451,2025-01-10,F 2025,Return Order,RO400055,10000,C0001,AO,1900-S,CAIRO Writing Desk,BENCH,,-8,104443.04,-835544.32,-644343.52,-191200.8,22.88
2452,2024-10-04,F 2025,Return Order,RO400056,10000,C0013,CM,1968-S,OSLO Filing Cabinet,MISC,,-10,41377.09,-413770.9,-262433.4,-151337.5,36.58
2453,2024-10-04,F 2025,Return Order,RO400056,20000,C0013,CM,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,KSM,-7,42939.01,-300573.07,-175107.73,-125465.34,41.74
2454,2024-10-04,F 2025,Return Order,RO400056,30000,C0013,CM,1900-S,CAIRO Writing Desk,BENCH,KSM,-12,99419.54,-1193034.48,-912778.56,-280255.92,23.49
2455,2024-10-04,F 2025,Return Order,RO400056,40000,C0013,CM,1964-S,Guest Section 1,MISC,NBI,-4,134798.21,-539192.84,-382172.12,-157020.72,29.12
2456,2025-05-06,F 2025,Return Order,RO400057,10000,C0008,AO,1896-S,ADDIS ABABA Executive Desk,BENCH,NAK,-6,182652.03,-1095912.18,-821649.42,-274262.76,25.03
2457,2025-05-06,F 2025,Return Order,RO400057,20000,C0008,AO,1960-S,"NAIROBI Guest Chair, green",CHAIR,,-12,22924.12,-275089.44,-202088.4,-73001.04,26.54
2458,2025-05-06,F 2025,Return Order,RO400057,30000,C0008,AO,1928-S,DAKAR Meeting Table,TABLE,,-2,139419.84,-278839.68,-188441.06,-90398.62,32.42
2459,2025-05-06,F 2025,Return Order,RO400057,40000,C0008,AO,1976-S,LONDON Bookcase,MISC,NBI,-4,54624.53,-218498.12,-149455.92,-69042.2,31.6
2460,2025-05-06,F 2025,Return Order,RO400057,50000,C0008,AO,1964-S,Guest Section 1,MISC,,-1,144089.1,-144089.1,-98637.29,-45451.81,31.54
2461,2025-05-06,F 2025,Return Order,RO400057,60000,C0008,AO,1972-S,"MOMBASA Swivel Chair, yellow",CHAIR,,-3,24287.3,-72861.9,-60412.65,-12449.25,17.09
2462,2024-11-10,F 2025,Return Order,RO400058,10000,C0004,AO,2008-S,"ACCRA Stacking Chair, blue",CHAIR,,-6,11362.83,-68176.98,-51703.86,-16473.12,24.16
2463,2024-11-10,F 2025,Return Order,RO400058,20000,C0004,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,KSM,-10,39044.25,-390442.5,-262428.2,-128014.3,32.79
2464,2024-11-10,F 2025,Return Order,RO400058,30000,C0004,AO,1976-S,LONDON Bookcase,MISC,,-2,54630.58,-109261.16,-67122.94,-42138.22,38.57
2465,2024-11-10,F 2025,Return Order,RO400058,40000,C0004,AO,1984-S,MADRID Monitor Stand,MISC,,-10,12680.75,-126807.5,-74473.5,-52334.0,41.27
2466,2025-03-24,F 2025,Return Order,RO400059,10000,C0005,AO,2000-S,"KIGALI Ergonomic Chair, black",CHAIR,,-9,35290.03,-317610.27,-229849.38,-87760.89,27.63
2467,2025-03-24,F 2025,Return Order,RO400059,20000,C0005,AO,1968-S,OSLO Filing Cabinet,MISC,KSM,-6,37996.02,-227976.12,-138289.74,-89686.38,39.34
2468,2025-03-24,F 2025,Return Order,RO400059,30000,C0005,AO,1988-S,"KAMPALA Guest Chair, red",CHAIR,KSM,-9,24833.53,-223501.77,-164097.18,-59404.59,26.58
2469,2024-12-04,F 2025,Return Order,RO400060,10000,C0003,AO,1964-S,Guest Section 1,MISC,,-6,143080.4,-858482.4,-502386.66,-356095.74,41.48
2470,2024-10-17,F 2025,Return Order,RO400061,10000,C0003,BM,1908-S,DUBAI Corner Desk,BENCH,,-8,148367.96,-1186943.68,-663460.32,-523483.36,44.1
2471,2024-10-17,F 2025,Return Order,RO400061,20000,C0003,BM,1928-S,DAKAR Meeting Table,TABLE,MBA,-2,149338.41,-298676.82,-192869.16,-105807.66,35.43
2472,2025-01-11,F 2025,Return Order,RO400062,10000,C0006,AO,CM-001,Commercial Reception Desk,CM_COMMER,,-3,405964.18,-1217892.54,-755208.03,-462684.51,37.99
